TK20-2;TK20-3;TK20-4;TK20-5;TK20-6;TK20-7;TK20-8;TK20-9;TK20-10;TK20-11;TK20-12;TK20-13;TK20-14;TK20-15;TK20-16;TK20-17;TK20-18;TK20-19;TK20-20;TK20-21;TK20-22;TK20-23;TK20-24;TK20-25;TK20-26;TK20-27;TK20-28;TK20-29;TK20-30
786;705;854;527;34;349;12;100;29;1513;2169;600;5269;155;786;220;32;27;1;1128;907;514;1018;266;292;245;3;37;55
940;284;178;35;33;179;117;200;305;710;1131;117;955;45;193;109;53;97;0;575;1052;79;81;79;65;65;2;143;171
159;511;398;346;43;256;20;31;4;133;379;475;2118;327;1738;61;10;17;0;98;285;385;480;1829;629;396;1;24;29
4420;3052;3324;7076;1282;5213;2607;5311;1528;1964;9386;2644;20314;5521;23116;3583;4135;3156;19;793;7518;1735;3833;10295;8440;6762;187;5092;1559
2549;2093;788;82;114;155;28;9;9;1218;6420;1773;5144;88;280;63;19;27;2;493;2968;1464;758;286;74;65;0;57;40
2633;1398;1195;8256;897;110;42;467;15;335;8336;962;6477;1306;626;142;244;529;0;166;2641;961;1275;403;3160;251;43;245;56
248;86;263;48;11;42;3;85;6;618;574;65;1494;20;175;14;31;41;0;548;384;68;323;101;60;81;11;28;22
19;58;262;30;18;1019;127;239;15;28;28;40;1532;19;452;373;110;183;0;12;33;59;413;137;37;162;11;133;24
251;191;288;26;13;39;11;20;8;148;487;177;1130;17;106;19;7;14;0;88;323;164;202;85;33;45;2;16;12
12098;7527;2743;1068;360;167;127;24;32;2999;30132;5655;10596;790;516;50;9;51;15;1334;16070;5503;1136;391;1074;164;0;32;78
1908;534;496;14;6;37;18;17;8;507;4329;303;4871;10;91;14;22;26;2;345;3223;367;673;22;13;17;1;9;24
244;209;812;746;542;5751;6168;32397;8980;1185;334;173;6555;322;29292;4883;10091;12050;44;1507;307;172;870;2585;4244;9667;336;15114;5757
126;79;352;260;119;182;180;493;379;757;238;64;2085;187;1910;309;639;209;2;949;155;58;288;822;429;702;35;400;406
400;231;168;164;356;204;47;80;8;147;756;196;687;62;844;80;181;34;0;132;374;171;152;133;172;115;3;36;12
2776;1286;881;674;86;303;116;276;42;2482;6031;1169;5503;608;1447;208;96;129;7;1684;3552;984;949;1637;727;668;22;155;152
3598;3098;3066;887;1076;1068;2575;8883;3230;7133;6263;2857;19560;2199;3090;788;2871;3660;30;6936;4989;2124;3064;5415;2228;2195;91;6662;2581
255;751;104;140;114;96;51;34;23;695;432;919;913;27;449;110;60;41;3;674;244;2010;221;104;85;191;0;35;221
217;213;73;1820;163;724;576;164;64;201;429;176;495;1055;5887;612;397;123;2;214;292;174;62;692;1862;1230;10;150;62
499;763;1444;6296;3709;6528;4703;21546;4081;1356;947;335;5574;1889;52236;4035;5320;5389;28;2089;494;393;1130;2737;6893;12157;302;10491;4411
43032;47791;71100;144074;79603;317787;124000;401240;103119;92724;112834;46571;269129;79090;1224912;196099;170775;147541;1046;83695;52714;35957;71708;248038;205243;463199;10303;264794;130870
1322;1723;3441;242;53;474;441;283;31;365;2045;1045;11578;119;912;325;366;134;3;256;1327;705;3081;312;228;492;1;201;59
1026;1439;1156;2041;246;958;215;371;35;1070;2012;1365;4540;1058;4856;589;447;127;11;798;983;1365;2441;2250;3600;4550;21;236;114
149;242;591;773;112;700;339;557;174;46;329;270;3103;400;2344;317;395;344;2;28;154;187;512;691;970;949;17;190;155
50;58;158;1384;11;60;16;57;9;931;77;27;822;108;618;78;92;33;5;1603;69;27;233;272;330;106;6;31;30
3476;2650;2270;1706;851;2114;1867;3086;415;6168;5286;1587;14165;1023;8841;1332;1486;1722;19;3102;3511;1601;2742;2727;2131;2249;55;928;537
4326;2232;3060;1060;636;467;98;106;31;970;10084;1889;20728;2008;3374;202;18;44;3;298;6770;1585;3387;4614;389;425;1;79;198
412;403;1310;3750;131;2481;216;2788;1875;744;1333;388;6675;995;8286;1079;1263;901;7;797;487;267;1222;1678;2655;3436;61;1521;1776
1396;2832;841;15;13;62;10;11;7;1572;2273;2171;3139;11;28;7;2;8;7;1743;1755;1440;434;31;54;21;0;12;26
17058;8483;1918;491;274;933;235;1043;412;14734;23524;4536;9357;548;2752;486;122;489;43;10143;20217;4108;1877;1495;2031;1439;28;627;355
1052;285;102;25;26;52;22;20;12;2723;2164;215;737;33;108;30;10;10;11;2305;1414;145;70;58;75;52;2;13;27
145;76;2610;234;99;3052;856;267;33;384;244;118;32553;110;2191;1215;299;185;4;148;136;59;2651;3705;177;1170;7;174;76
5564;9140;7236;8562;2427;9839;1294;1456;246;5821;11845;9220;33102;6538;23866;4939;651;680;27;4503;8852;7498;8851;14214;11361;8392;84;1286;694
245;161;173;162;115;452;120;262;39;268;474;204;899;94;1269;310;127;135;0;173;361;111;198;404;271;506;6;132;33
154;36;68;220;161;161;183;1725;389;51;271;44;847;21;1352;142;320;948;3;18;108;43;64;92;57;217;10;1111;362
262;212;162;104;70;305;29;61;6;203;535;172;684;133;543;140;18;31;1;166;428;174;107;416;114;183;5;33;29
787;3807;1409;4226;2758;12985;1593;8026;138;461;1791;2055;3494;1110;27597;3980;300;4148;6;504;1765;2807;921;3045;4096;16892;32;6144;256
35186;30505;52217;107552;64083;229002;103966;346129;87696;78955;60187;26121;208635;62885;1015065;161946;141257;127879;867;84185;36630;24134;50620;140869;141515;320900;6282;209908;87187
4152;5275;3167;1506;1263;2038;324;67;43;2520;6899;3339;19629;695;5325;785;137;117;7;1059;4641;2650;4030;1287;1057;691;32;74;215
459;558;48;105;27;27;7;7;0;98;648;321;411;29;39;6;0;1;2;41;651;429;22;10;51;4;1;6;10
1618;2764;1933;198;151;500;722;1056;1154;676;1886;2160;10504;564;836;232;629;410;5;514;1986;1735;2012;1539;360;380;47;652;874
128;252;960;216;58;437;70;167;35;520;219;251;3996;362;1205;303;51;85;8;483;205;190;654;1191;458;568;22;66;63
1169;658;461;4229;899;3440;762;829;528;852;3230;450;1653;1205;30736;2037;963;679;8;598;914;398;281;3783;4119;10718;39;904;469
74;100;96;729;97;846;121;194;24;1558;133;86;496;175;1975;423;543;250;14;5228;69;70;100;212;438;477;7;192;47
3566;1668;985;167;32;214;77;435;81;2269;7312;1141;4751;209;774;149;127;135;10;1283;4607;900;992;404;189;172;10;201;83
329;384;468;399;133;470;311;1093;1551;581;615;230;1800;203;2350;380;836;438;7;460;332;312;494;822;535;740;37;770;1697
309;504;384;326;363;1001;158;58;8;231;643;505;3325;132;3306;475;52;56;0;166;347;432;510;700;324;636;3;32;55
11349;10597;10947;3253;829;1214;645;747;186;3960;26239;9165;49588;2900;5011;437;59;357;22;1787;17070;6891;11657;5409;2305;1992;10;293;596
461;302;260;87;38;62;110;29;3;979;937;201;1757;50;275;58;52;35;3;907;506;263;525;136;103;122;2;49;50
623;312;349;903;16820;74316;14273;29530;11337;965;1202;216;2038;459;49032;75793;13362;15747;69;734;812;150;579;1846;1687;15953;557;12311;8028
147;450;915;22;7;49;11;17;3;1022;212;392;7040;20;93;14;13;14;5;649;149;314;1444;263;21;53;1;18;23
1425;930;266;173;409;799;245;323;74;328;2164;396;933;223;1299;264;83;140;0;172;1849;562;236;952;249;394;5;210;171
789;1668;1231;98;98;163;502;3442;4946;3212;1138;970;7007;145;566;91;318;1312;12;3333;1161;1088;1104;271;176;167;3;1681;1460
82;96;67;381;74;394;28;56;40;52;149;53;408;190;1648;238;70;26;3;36;83;58;50;322;355;337;8;50;43
451;599;228;21;14;30;9;11;2;594;581;550;1207;25;16;7;3;2;2;655;595;428;276;146;34;20;1;5;23
2341;1522;2873;3060;617;3873;514;500;118;1330;4473;1021;19838;1108;19435;1917;148;257;5;665;3176;1105;4171;2495;4082;6071;12;341;325
4901;1438;1820;1040;206;6664;662;3348;955;708;12438;1554;10626;809;10503;5527;6070;1828;20;628;6752;1002;1298;2074;2579;3898;203;2988;1078
348;366;467;407;185;47;35;141;7;444;590;252;2155;163;697;17;12;37;62;227;459;237;1347;513;325;112;13;99;66
101;73;52;95;65;587;331;1157;1081;111;189;62;261;52;650;362;1088;525;5;114;128;47;58;98;147;194;26;649;609
54;94;112;248;19;102;39;71;10;89;121;59;493;183;999;196;92;38;0;38;93;26;200;504;353;791;0;28;15
1175;859;586;825;258;1241;254;432;50;812;2131;576;3524;572;3698;655;280;231;9;657;1798;501;526;1907;1092;1129;13;344;86
601;470;484;1632;212;1419;1639;1169;43;315;1272;348;2426;641;4610;958;1161;1153;4;311;990;335;648;1433;2117;1377;43;528;127
15;34;148;518;38;990;168;312;11;29;10;25;1084;169;1375;451;110;188;0;9;18;27;256;1270;612;421;10;164;45
1999;1353;696;756;247;697;197;342;62;1641;3610;1130;4336;685;1846;388;171;166;6;1315;2973;1049;556;675;684;527;13;211;68
493;713;1971;559;71;584;132;386;28;633;1566;450;10534;148;1432;307;451;902;2;481;390;666;2063;876;314;462;9;233;93
262;109;498;57;50;69;412;40;4;301;728;93;1524;36;819;55;21;151;0;362;262;120;758;137;71;113;0;41;57
1502;864;507;302;410;1261;156;35;17;155;3044;593;3129;406;1883;541;30;39;0;68;2561;603;344;1294;385;496;2;53;78
11426;5369;2242;573;204;327;137;139;50;3331;19524;4409;10409;481;1068;127;12;82;3;1351;15507;3184;1946;914;429;368;2;78;122
1119;588;544;155;42;49;49;29;47;1074;1630;406;3227;101;87;20;8;15;2;803;1565;365;375;228;61;38;6;27;81
2716;2123;1758;546;83;156;75;98;39;1932;5093;1704;9030;358;647;71;31;33;5;1163;3226;1790;1916;1174;421;166;6;64;110
122;129;84;84;62;188;31;94;35;43;236;93;325;81;370;102;27;39;2;21;160;84;111;213;65;109;7;29;70
145;76;23;77;31;6;4;4;2;71;257;37;118;40;27;4;1;2;0;39;190;116;26;46;68;18;0;2;4
2102;1587;2758;135;132;81;82;31;26;1347;3406;1277;22512;145;278;24;0;33;10;563;2646;1073;5879;372;121;59;0;32;75
564;242;430;192;46;107;122;331;76;1037;924;189;3122;369;1171;145;59;114;4;846;711;179;488;1202;444;417;16;182;74
10462;9437;5084;4630;8633;20245;3241;5802;1460;2231;23562;8110;23276;3877;50625;16388;4574;3894;32;535;12959;6307;4932;9771;5102;8057;174;3564;1111
1193;1024;987;297;74;992;196;1388;179;1433;1781;1008;5688;381;4554;912;482;711;8;675;1622;669;741;1976;465;1839;106;674;229
112;49;35;78;86;340;46;1250;20;19;211;38;147;110;592;157;20;491;0;13;212;44;45;282;109;158;23;9594;39
209;163;151;184;39;173;129;794;194;958;311;88;731;161;2388;193;139;318;2;1097;222;82;152;500;327;462;28;465;149
9039;7521;627;12;21;75;20;52;38;934;14271;6282;3242;8;34;7;9;36;4;390;14064;8759;431;43;12;16;1;30;97
11420;5308;4831;5305;272;258;123;87;21;5243;26829;3787;32985;1824;1133;68;52;90;13;2302;18324;3634;5867;727;4064;328;0;69;133
1109;694;1311;1262;183;1116;455;2327;114;783;2471;661;7633;690;4374;866;1684;1799;11;259;1567;424;1726;716;1054;1223;70;838;190
265;123;29;20;25;99;9;16;10;443;376;74;147;15;201;53;10;8;0;142;306;34;24;50;35;48;0;11;9
739;493;4787;1766;629;2824;138;148;15;80;1415;271;27209;1005;16699;1319;81;67;8;39;777;855;5455;6928;2951;3569;57;51;148
242;138;373;251;33;380;275;1117;107;745;452;100;2682;102;931;282;528;557;6;753;258;80;517;461;242;370;36;671;144
1277;1075;1636;1181;221;456;169;159;47;621;2558;920;9603;1459;3437;234;53;97;3;209;1594;812;1881;3654;1856;1031;12;92;106
210;127;292;3814;1942;8935;1884;857;197;206;427;87;1956;6114;30186;4129;322;492;3;206;295;93;158;16611;9779;9272;62;1158;438
65;109;277;21;3;17;7;39;24;146;73;69;1686;10;547;19;32;24;0;81;230;46;216;106;6;163;4;36;16
1456;1188;1135;551;666;1562;2750;8609;2280;2211;2446;850;7351;511;4047;1221;2615;5158;23;2384;2106;750;1221;1449;853;1264;101;7568;1927
3733;1386;507;40;58;35;39;19;10;816;6260;711;2175;25;122;14;5;29;1;314;5558;531;397;70;21;17;0;32;20
394;174;279;36;3;29;10;16;7;509;1113;152;1273;20;106;20;0;7;1;207;498;156;442;47;25;19;0;7;18
3395;4532;5721;205;147;444;82;171;32;3020;5128;3831;36041;141;1293;203;23;112;16;1239;4928;2047;3778;1227;217;618;2;42;106
1485;1798;1496;57;54;153;13;41;17;1999;2298;1389;7580;33;322;47;6;37;4;840;2108;812;878;350;61;141;2;16;45
1144;684;596;1099;294;2167;1806;18545;21938;812;2816;561;4179;829;8058;1384;1817;6260;15;735;1567;587;592;3021;2093;3403;412;10464;18650
507;315;359;257;89;235;186;161;148;1276;1352;258;1893;133;1855;176;153;148;2;1294;692;236;240;454;260;396;8;126;120
302;181;106;318;451;559;80;32;2;81;532;153;506;424;985;262;11;15;0;44;667;143;116;477;137;256;1;22;30
646;504;716;2468;473;5119;3481;14440;5872;301;1778;424;3287;708;17294;2735;3527;7331;20;189;1129;417;742;1225;1567;4595;98;9759;3838
2758;2140;1450;1411;3780;10430;5824;10999;2006;4376;5631;1486;8717;945;24020;6233;11779;5806;47;2599;3605;1595;1816;2108;1889;3621;124;3424;1548
1652;718;1553;333;68;81;22;32;15;975;3494;549;7906;227;461;27;8;27;3;509;2190;581;1336;402;231;207;0;36;23
237;244;676;3851;854;14457;5778;3536;524;176;555;224;3182;1087;23654;9167;19867;3003;63;50;293;160;724;2010;4186;8270;223;2695;549
440;585;354;4;8;9;1;3;5;916;840;558;3201;2;17;4;0;4;5;401;474;553;492;13;12;11;0;5;8
93;166;316;706;1188;2417;1152;3438;940;212;159;166;1606;242;5702;1663;3525;2417;8;200;57;143;277;1055;536;1899;58;4169;1453
6793;3186;1932;33;37;96;53;32;15;2847;9204;2287;7360;36;90;16;2;30;9;1432;7817;1550;1018;74;42;52;1;27;70
24758;9878;428;112;44;305;97;47;27;1192;40880;6523;3084;82;101;17;10;70;7;359;32419;7020;192;146;31;14;0;33;104
1522;1068;1407;2019;212;306;142;228;39;1631;2686;846;10507;740;2237;181;78;93;6;907;1837;860;1991;1148;1345;459;12;107;108
836;766;3090;205;207;898;59;166;26;237;626;766;19496;452;3622;442;29;104;2;150;651;303;2714;1225;539;1367;5;75;45
2593;1119;4069;4656;181;1024;148;654;158;227;6536;1295;11566;5948;8248;708;435;285;3;55;5769;780;1448;15638;5234;5026;74;305;309
910;550;281;179;216;468;66;21;10;108;1819;366;1683;225;644;201;10;10;0;38;1671;338;154;590;101;180;2;32;37
1202;1287;2136;2963;724;1325;303;1058;388;684;1795;871;9258;977;5358;879;445;438;5;837;1687;885;2033;2883;2843;1763;96;917;666
4065;152;418;3534;744;169;23;1155;206;112;12201;54;408;101;229;394;17;54;2;181;720;205;2768;18;26;59;4;110;452
2810;1718;782;914;268;2078;321;90;27;1245;7027;1510;4566;506;1850;927;95;99;10;508;3543;1357;405;1571;272;362;13;39;71
1090;963;851;895;66;123;44;35;12;965;1631;779;5487;357;1433;88;15;21;4;651;1262;761;1244;429;876;269;0;29;29
562;609;531;3993;344;2383;2394;1597;579;634;1245;495;4308;2600;15114;2044;10059;1155;17;282;882;422;779;3591;6298;3660;105;1124;607
994;1119;1061;78;32;78;14;30;8;1099;1395;872;5853;45;285;32;8;28;2;414;1236;516;811;209;62;125;0;20;31
1627;1191;570;365;186;1042;214;210;51;326;3099;981;3022;332;1748;557;322;112;1;109;2357;727;435;662;360;348;15;93;74
211;210;205;19;5;15;13;14;9;428;372;179;813;21;83;8;5;11;2;343;388;220;127;51;29;28;1;8;15
159;108;304;323;1334;3797;3853;16569;19665;253;319;85;2937;192;8097;2080;3290;7304;12;146;206;74;335;847;454;1875;133;9047;12208
172;78;158;287;297;2405;2192;10412;2139;607;264;55;1387;187;4410;1200;1297;4216;8;602;230;77;332;918;385;1124;42;4776;1522
214;100;196;723;886;1351;484;1083;535;738;680;133;1598;115;4445;830;775;449;9;258;312;89;281;333;502;1114;23;517;330
849;609;1032;220;139;391;104;97;18;825;1455;444;5491;275;671;177;91;60;4;527;1042;408;964;646;138;247;8;84;47
375;128;197;518;7811;37664;15389;57174;8296;254;639;101;666;200;60670;35975;9609;25612;53;214;502;120;348;680;807;8433;222;29467;6291
1189;412;300;251;127;489;327;2541;530;1365;2032;299;1665;230;2034;354;485;960;3;655;1208;306;310;968;524;769;82;1242;512
2991;1742;509;122;41;788;74;2002;133;2054;3851;1441;2915;210;2297;483;210;728;4;1043;4612;689;432;1646;424;902;87;666;103
2538;3563;1161;454;192;970;118;65;28;167;4840;2911;7015;189;1897;624;31;56;1;123;3951;2878;1579;620;320;486;1;51;76
333;158;211;701;210;1713;658;759;42;278;884;109;1665;365;4592;1067;735;356;2;287;479;98;224;953;664;2228;17;383;113
6475;6891;19119;3038;1816;9197;573;1472;272;2502;7604;6473;106233;4892;41679;3850;317;775;21;1216;7913;3561;20137;19171;5540;15721;58;615;672
341;122;279;307;19;96;48;134;12;217;566;62;1095;103;413;53;51;75;0;102;294;48;256;131;163;96;3;83;22
1467;942;1599;486;49;128;54;73;14;514;3349;778;8138;1296;576;68;22;27;4;222;2302;576;1503;460;220;154;4;15;46
3518;1594;352;125;104;975;173;37;13;490;6297;1070;1674;153;724;410;13;22;1;192;5542;1274;196;580;132;191;1;27;24
131;250;207;189;251;1028;3835;12587;2147;564;275;169;1103;151;1932;506;13501;4954;41;526;208;177;424;182;281;673;140;4450;2035
558;451;674;116;105;221;26;27;4;148;1063;316;2183;57;457;51;15;13;0;87;606;288;354;94;40;74;1;12;18
181;223;608;491;211;447;573;1028;659;660;292;196;3983;403;1739;359;2204;563;12;693;220;190;696;1168;790;865;56;1031;680
4141;4520;4328;3685;696;1550;247;56;39;3337;9067;2988;23199;2039;9956;703;59;87;12;1792;6456;2937;6036;3285;3949;2664;7;72;242
194;294;494;302;36;331;105;124;22;364;378;243;2855;139;823;191;96;88;4;185;324;201;506;285;238;397;3;67;30
485;3254;2143;5126;352;535;177;94;45;477;1026;2842;13964;1430;882;130;13;88;1;416;667;2371;1953;1272;2375;329;3;75;290
230;74;357;31;71;149;142;66;15;185;312;47;1458;23;757;69;2805;58;8;63;215;40;450;107;30;71;4;16;17
5170;4675;234;116;52;169;30;34;13;600;9502;3621;1833;71;490;60;11;22;4;214;6962;4386;162;137;72;79;0;20;29
3624;4475;965;383;187;1134;332;760;85;531;6134;3350;6135;363;2692;587;420;394;6;245;5129;3814;1058;1113;551;846;19;482;115
1072;945;952;1317;226;192;122;58;27;1685;2259;775;6804;636;2034;234;45;43;6;2091;1586;566;1155;468;1098;483;11;55;41
1441;250;468;39;84;358;59;29;8;525;2789;227;3357;32;379;176;11;28;1;274;1843;202;1273;115;92;82;0;45;142
16;10;54;91;18;73;473;61;1;122;10;9;241;27;470;34;29;19;0;86;18;8;49;61;60;105;2;10;8
662;938;959;199;213;832;97;45;8;344;1360;819;5650;95;925;339;14;31;3;145;1009;779;1260;473;148;263;0;36;69
95;118;196;437;91;92;19;205;8;53;131;106;655;212;534;73;83;121;2;25;139;58;190;255;312;212;17;174;14
77;25;83;8;7;56;122;305;44;1538;149;27;382;15;88;21;329;126;9;985;90;21;92;67;43;51;2;154;57
5451;2271;1156;438;69;254;148;278;221;2181;10163;1274;8589;545;1171;104;45;146;11;1577;7238;2245;1591;890;448;393;5;294;254
767;317;248;775;506;2549;1243;636;262;1033;1225;338;2022;673;5396;1467;1355;532;4;896;848;263;166;951;1282;1421;15;417;228
359;240;134;120;95;599;131;174;33;1279;912;167;711;74;1052;330;160;104;5;741;556;166;137;272;233;391;10;162;44
1175;471;79;22;9;13;37;46;2;524;1877;277;449;13;11;7;7;34;1;288;1828;339;68;31;11;7;1;17;15
610;339;214;1542;550;3536;2240;7921;1003;366;951;244;1163;518;10759;2439;4023;4801;18;231;758;207;200;815;1571;3019;75;5309;757
379;365;619;370;171;37;30;7;0;244;703;300;3331;147;1338;30;7;7;0;80;422;266;997;897;326;95;2;4;19
2106;2301;2829;578;237;1761;825;2834;3196;1544;3723;1873;11912;271;2127;963;6635;1563;21;1024;2989;1330;1298;684;599;507;46;1702;1267
462;424;451;270;20;213;67;145;47;1636;846;367;2475;253;1279;218;40;73;7;1912;674;343;503;622;447;633;23;80;59
718;1072;1127;750;85;244;89;69;19;836;1663;954;6441;341;1273;131;43;43;1;777;953;766;1461;410;802;331;4;56;49
2954;1362;430;184;95;765;57;70;10;594;5320;1075;2200;133;1318;403;39;59;1;253;3927;1158;401;250;385;383;0;104;37
6632;4571;2927;1771;750;1098;458;857;315;5491;14075;3349;20716;1665;9917;1026;290;481;10;3890;8387;3448;3054;4708;2336;2151;35;464;486
59;47;51;51;75;477;488;69;28;61;82;32;268;29;606;146;1110;200;8;44;77;43;61;105;96;291;21;36;33
63;22;19;7;0;20;14;30;35;1888;77;25;227;7;80;14;6;32;3;1379;118;13;37;34;40;33;1;18;31
2550;2165;1616;1348;597;3380;886;3235;170;531;5606;2011;9116;803;7711;2864;3646;2488;23;277;3792;1536;1564;968;1294;1911;107;1172;244
5759;4901;2992;1013;1989;7692;3539;8384;34391;1680;9358;3943;16665;1614;8279;4072;578;3586;21;1487;7692;3077;3560;6202;2114;2123;187;9928;30026
2181;1634;866;833;110;197;127;32;9;1814;3082;865;4309;441;2080;85;14;32;8;725;2679;1063;1264;787;946;669;1;22;50
116;75;208;80;18;82;32;83;13;105;229;104;1134;139;304;69;26;57;0;67;127;42;227;250;55;118;2;25;23
9;9;21;14;3;36;27;18;53;9;11;8;102;3;115;41;21;15;0;3;12;9;15;8;13;48;3;17;74
2694;1360;1470;661;1411;2358;1271;2430;7532;977;3953;878;10444;1485;4628;1811;507;1140;13;944;3538;867;1293;3080;1297;804;44;2037;7421
406;607;316;2660;4777;9771;8739;41511;9112;410;679;296;1414;674;40678;5288;8386;10162;31;430;475;311;610;1364;3598;7850;322;13211;6146
263;286;326;135;45;217;257;881;266;582;538;167;1707;58;898;93;408;297;2;616;440;278;320;141;152;330;19;578;229
27;36;18;114;2780;12662;883;82;5;24;58;17;92;76;7395;5811;232;150;2;29;37;32;6;297;143;1701;11;112;42
240;118;111;140;7;216;46;45;3;146;519;108;919;110;379;164;58;39;0;87;348;82;186;181;121;123;5;14;9
1396;604;513;245;26;81;51;32;12;423;2471;427;2709;85;317;33;12;12;4;192;1830;455;670;330;172;125;4;19;35
2101;2427;3540;534;953;13625;2000;264;56;745;3671;2007;22629;239;6443;6336;207;224;5;291;2355;1825;4911;1320;656;1768;25;200;144
891;509;398;291;20;61;21;27;14;680;1781;370;2627;487;250;11;6;10;3;420;1186;413;272;504;397;73;1;41;74
83;31;177;157;21;43;20;54;66;175;158;48;1025;76;372;45;33;29;2;108;124;36;250;122;141;145;5;50;63
50;128;385;28;11;137;42;60;9;33;78;136;2555;42;123;51;19;38;0;22;41;108;632;178;14;49;2;28;21
902;307;64;7;5;10;5;6;1;346;1595;358;417;11;16;6;0;2;2;110;1562;242;33;23;15;2;1;3;12
71;16;28;44;1260;7208;1958;1267;19;82;137;14;234;33;1782;3514;1212;1079;1;28;106;14;47;107;106;532;9;292;56
225;466;212;34;74;367;286;323;35;910;308;308;1097;56;857;244;422;250;3;665;282;238;223;104;125;257;8;131;21
19;36;187;11;2;3;3;5;0;101;45;26;1398;19;9;3;3;4;3;111;30;33;124;31;3;7;0;0;3
3421;2709;1077;9044;2269;11791;2522;413;93;822;5676;1984;5556;5119;37742;6577;1029;528;11;584;6261;1254;1320;11412;9386;11441;112;428;312
133;113;182;111;80;1681;523;117;61;305;296;66;910;66;1068;472;4316;146;13;469;91;69;220;183;77;289;4;76;62
14892;12658;14523;43695;3755;1104;343;4760;64;1570;45659;8289;81991;8731;5877;1010;1473;4609;14;936;23126;9169;18834;3302;18263;2420;306;1708;504
73;113;150;18;17;24;3;9;3;154;122;123;993;11;100;6;6;11;0;75;77;88;197;62;23;34;0;5;6
776;581;1100;571;34;321;114;323;55;1245;1454;466;6131;137;999;191;1166;166;8;999;822;536;1368;335;365;314;27;198;93
16;11;13;3018;100;5035;473;2972;537;24;12;6;26;568;18706;1779;1212;1721;3;12;17;10;11;59;1809;4835;70;1180;443
1748;776;494;199;84;208;86;81;33;2350;2974;584;3748;186;789;118;45;53;7;1972;2777;508;543;576;274;213;1;71;63
162;177;218;143;22;138;33;79;14;96;316;159;872;54;487;82;60;44;2;63;203;111;171;318;149;318;4;39;11
425;115;56;103;1129;2364;2529;1981;133;184;1467;93;272;20;1548;1440;4791;2096;23;98;549;73;256;69;101;372;86;160;134
93;64;454;25402;58;1448;258;598;20;1173;150;39;2336;1700;8078;1246;1810;237;8;1440;78;40;628;2158;5511;680;67;248;81
